"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US78658","ZCTA5 78658","39","36","38.5","49.3","0.0","58.9","0.0","58.9","0.0","58.9","0.0","58.9","33.3","47.6","0.0","58.9","0.0","58.9","28.2","42.1","0.0","58.9","-","**","N","N","33.3","(X)","(X)","(X)","(X)","(X)","39","36","38.5","49.3","0.0","58.9","0.0","58.9","0.0","58.9","0.0","58.9","33.3","47.6","0.0","58.9","0.0","58.9","28.2","42.1","0.0","58.9","-","**","N","N","(X)","(X)","33.3","(X)","(X)","(X)","39","36","38.5","49.3","0.0","58.9","0.0","58.9","0.0","58.9","0.0","58.9","33.3","47.6","0.0","58.9","0.0","58.9","28.2","42.1","0.0","58.9","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US78659","ZCTA5 78659","1098","255","3.0","3.7","2.2","3.5","3.4","3.3","7.1","5.1","8.7","7.1","22.4","12.6","7.1","5.0","22.3","10.5","14.0","7.2","9.7","6.3","89808","47271","107328","16607","30.1","(X)","(X)","(X)","(X)","(X)","766","208","1.6","2.6","0.0","6.3","2.0","3.2","5.2","5.3","7.4","7.6","14.4","8.1","10.7","7.6","30.5","12.8","16.4","8.7","11.7","7.4","128482","36485","124565","17081","(X)","(X)","34.9","(X)","(X)","(X)","675","197","0.0","7.1","0.0","7.1","2.2","3.7","3.6","4.7","8.4","8.5","13.6","8.5","9.2","8.1","34.7","14.2","16.1","9.7","12.1","8.5","130972","17777","N","N","(X)","(X)","(X)","(X)","(X)","(X)","332","174","9.9","13.0","7.2","11.6","6.6","8.4","16.3","12.9","11.7","14.6","36.1","31.0","0.0","13.9","3.3","6.4","3.6","7.1","5.1","7.5","49483","18067","59581","20553","(X)","(X)","(X)","(X)","13.9","(X)",
"860Z200US78660","ZCTA5 78660","45630","1702","2.6","0.9","1.1","0.6","2.5","1.0","2.8","0.7","6.6","1.3","14.2","1.7","13.6","1.9","24.5","2.2","14.8","2.3","17.3","1.9","113205","4193","130785","3903","37.0","(X)","(X)","(X)","(X)","(X)","32374","1729","1.1","0.6","0.3","0.2","3.1","1.4","2.2","0.8","4.9","1.2","11.9","2.0","13.6","2.8","26.9","3.2","15.2","2.8","20.8","2.6","123879","4758","142042","5642","(X)","(X)","39.0","(X)","(X)","(X)","25323","1622","0.6","0.4","0.2","0.2","1.7","1.3","1.0","0.6","4.5","1.4","8.2","1.7","12.5","3.0","27.7","3.9","18.4","3.5","25.2","3.1","135805","7848","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13256","1045","6.4","2.7","3.1","2.0","2.0","1.1","5.5","2.1","11.2","3.4","21.4","3.9","15.7","3.3","17.5","3.2","9.8","3.8","7.4","2.8","75970","6639","93107","7855","(X)","(X)","(X)","(X)","28.0","(X)",
"860Z200US78661","ZCTA5 78661","233","105","13.3","16.4","0.0","19.2","0.0","19.2","12.9","14.5","11.6","13.7","9.4","8.2","18.5","24.0","15.5","14.3","8.2","8.2","10.7","10.8","82896","45184","85737","22179","53.6","(X)","(X)","(X)","(X)","(X)","190","102","0.0","22.9","0.0","22.9","0.0","22.9","15.8","17.0","10.5","15.5","8.9","9.1","32.1","27.0","9.5","14.8","10.0","10.7","13.2","13.5","84207","12237","97866","23143","(X)","(X)","46.8","(X)","(X)","(X)","118","81","0.0","33.0","0.0","33.0","0.0","33.0","8.5","13.9","0.0","33.0","4.2","7.7","34.7","39.1","15.3","22.9","16.1","18.3","21.2","22.8","102917","64816","N","N","(X)","(X)","(X)","(X)","(X)","(X)","43","43","72.1","38.2","0.0","56.1","0.0","56.1","0.0","56.1","16.3","29.1","11.6","24.1","0.0","56.1","0.0","56.1","0.0","56.1","0.0","56.1","-","**","16765","13704","(X)","(X)","(X)","(X)","83.7","(X)",
"860Z200US78662","ZCTA5 78662","1381","300","2.5","4.1","2.0","3.1","5.6","5.9","0.0","3.6","18.8","11.1","13.1","6.7","11.7","5.9","29.2","15.0","4.1","3.7","12.9","8.7","94005","30263","101620","19503","57.6","(X)","(X)","(X)","(X)","(X)","923","284","0.0","5.3","2.9","4.8","0.0","5.3","0.0","5.3","17.8","14.6","14.5","8.8","12.9","7.8","26.4","18.3","6.2","5.8","19.3","13.2","105893","34539","117592","26446","(X)","(X)","59.9","(X)","(X)","(X)","756","253","0.0","6.4","3.6","5.8","0.0","6.4","0.0","6.4","21.7","17.5","10.2","7.8","13.1","9.4","29.9","21.2","7.5","7.3","14.0","8.7","105561","35775","N","N","(X)","(X)","(X)","(X)","(X)","(X)","458","188","7.6","11.9","0.0","10.3","17.0","16.0","0.0","10.3","21.0","15.8","10.3","9.0","11.6","9.2","32.5","23.7","0.0","10.3","0.0","10.3","61750","40887","68352","21534","(X)","(X)","(X)","(X)","53.1","(X)",
"860Z200US78663","ZCTA5 78663","276","98","6.5","8.3","0.0","16.5","0.7","2.1","0.0","16.5","7.6","9.5","15.9","15.9","12.0","14.6","6.2","6.1","21.4","15.4","29.7","22.2","168125","143471","181799","76590","46.7","(X)","(X)","(X)","(X)","(X)","160","66","0.0","26.3","0.0","26.3","1.3","3.7","0.0","26.3","7.5","12.8","7.5","9.2","21.9","21.9","9.4","10.3","33.1","22.4","19.4","19.4","171429","128440","198918","108842","(X)","(X)","38.8","(X)","(X)","(X)","154","66","0.0","27.1","0.0","27.1","1.3","3.9","0.0","27.1","7.8","13.3","5.2","8.2","21.4","22.4","9.7","10.6","34.4","23.5","20.1","20.0","173750","122048","N","N","(X)","(X)","(X)","(X)","(X)","(X)","116","86","15.5","21.2","0.0","33.4","0.0","33.4","0.0","33.4","7.8","14.8","31.0","36.7","0.0","33.4","0.0","33.4","1.7","3.9","44.0","43.6","-","**","154231","88891","(X)","(X)","(X)","(X)","57.8","(X)",
"860Z200US78664","ZCTA5 78664","23484","1065","2.4","0.9","1.8","0.8","3.4","1.1","4.5","1.5","9.5","1.8","21.1","3.4","13.2","2.3","19.6","2.3","11.5","2.2","12.9","2.0","87417","6353","114255","6281","37.0","(X)","(X)","(X)","(X)","(X)","15695","900","2.2","1.1","0.9","0.8","3.1","1.3","3.2","1.5","8.0","2.0","15.0","2.6","14.3","2.9","22.1","3.1","14.4","3.0","16.8","2.9","106911","5471","127265","6594","(X)","(X)","40.2","(X)","(X)","(X)","10355","738","0.8","0.8","0.1","0.2","0.8","0.8","0.9","0.7","5.9","2.0","11.2","2.7","14.4","3.4","25.1","4.1","18.8","4.2","22.1","3.8","132212","10382","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7789","950","3.5","1.7","4.2","2.2","4.6","1.8","8.3","3.6","13.6","3.3","32.2","7.1","11.0","3.3","12.9","3.4","5.8","3.0","3.9","1.6","63326","6633","82665","11318","(X)","(X)","(X)","(X)","29.3","(X)",
"860Z200US78665","ZCTA5 78665","24162","1047","3.9","1.3","1.0","0.6","2.0","0.6","4.0","1.3","6.2","1.4","10.4","1.6","13.2","2.4","21.0","2.2","15.5","2.1","22.8","3.0","122680","7223","151837","9784","36.2","(X)","(X)","(X)","(X)","(X)","17497","1010","1.5","0.9","0.9","0.7","1.1","0.6","3.0","1.4","5.0","1.5","7.4","1.5","12.0","2.4","21.2","3.1","19.8","2.9","28.2","3.9","144340","8008","172210","10883","(X)","(X)","38.5","(X)","(X)","(X)","13868","1024","0.7","0.6","0.8","0.7","0.7","0.6","1.5","0.8","3.3","1.3","5.5","1.5","9.7","2.4","23.0","3.5","21.8","3.3","33.0","4.5","158368","9274","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6665","577","12.0","4.2","1.2","0.8","4.3","1.9","6.9","3.6","13.2","4.3","19.8","4.5","14.6","4.1","18.4","4.3","4.1","2.3","5.7","2.5","66309","9391","87711","20830","(X)","(X)","(X)","(X)","29.6","(X)",
"860Z200US78666","ZCTA5 78666","33949","943","9.5","1.7","4.6","1.5","7.2","1.6","10.1","2.1","13.3","2.0","20.9","2.4","11.3","1.7","13.3","1.7","4.6","1.0","5.2","1.1","54737","3230","72718","3647","35.1","(X)","(X)","(X)","(X)","(X)","16122","865","5.2","1.8","1.0","0.7","3.3","1.1","6.1","2.5","12.9","3.0","22.1","3.4","15.3","2.7","18.6","3.2","6.9","1.7","8.5","2.0","74125","5246","95733","6548","(X)","(X)","33.0","(X)","(X)","(X)","11070","891","1.7","1.0","0.1","0.2","2.1","1.3","5.2","2.8","9.9","3.2","21.3","4.2","16.8","3.4","22.8","3.9","8.6","2.5","11.4","2.9","90378","7378","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17827","1117","14.6","2.7","8.4","2.9","9.8","2.3","14.2","3.4","14.3","3.0","19.6","3.5","7.1","1.6","7.7","2.1","2.5","1.0","1.8","0.8","37969","3558","49639","3254","(X)","(X)","(X)","(X)","35.4","(X)",
"860Z200US78669","ZCTA5 78669","5056","396","1.8","1.0","0.6","0.6","3.8","2.3","1.9","1.2","6.0","2.0","14.8","4.2","9.7","3.2","21.1","3.6","10.4","3.1","30.0","4.9","128000","22105","177585","19641","27.1","(X)","(X)","(X)","(X)","(X)","3759","404","2.0","1.3","0.1","0.2","2.1","2.6","1.2","1.1","3.5","1.9","10.6","4.1","9.8","3.7","24.9","4.6","9.6","3.4","36.2","5.8","145260","8420","203196","24645","(X)","(X)","26.6","(X)","(X)","(X)","3440","403","1.9","1.3","0.1","0.2","2.3","2.8","1.3","1.2","2.5","1.4","10.8","4.4","7.7","3.7","23.9","4.8","10.4","3.7","39.1","6.4","148910","30353","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1297","232","1.0","1.1","2.0","2.3","8.7","6.0","3.7","3.0","13.3","5.9","26.9","11.2","10.6","4.9","12.0","8.5","9.9","7.0","12.0","6.6","68063","11869","101275","15330","(X)","(X)","(X)","(X)","28.5","(X)",
"860Z200US78670","ZCTA5 78670","47","26","0.0","53.7","0.0","53.7","8.5","14.4","14.9","18.9","0.0","53.7","12.8","14.4","25.5","30.7","14.9","23.0","12.8","26.0","10.6","15.0","78625","75717","102170","36449","72.3","(X)","(X)","(X)","(X)","(X)","41","26","0.0","57.4","0.0","57.4","0.0","57.4","17.1","22.1","0.0","57.4","9.8","15.3","29.3","35.0","17.1","25.8","14.6","30.3","12.2","17.3","-","**","111761","39354","(X)","(X)","78.0","(X)","(X)","(X)","20","18","0.0","82.3","0.0","82.3","0.0","82.3","10.0","23.4","0.0","82.3","20.0","29.1","10.0","21.4","35.0","41.3","0.0","82.3","25.0","36.1","148214","108796","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6","8","0.0","100.0","0.0","100.0","66.7","63.5","0.0","100.0","0.0","100.0","33.3","63.5","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","33.3","(X)",
"860Z200US78671","ZCTA5 78671","244","92","11.9","13.1","7.4","11.3","0.0","18.4","3.7","6.5","13.5","14.4","23.4","20.6","5.3","9.5","23.0","21.6","7.8","12.2","4.1","6.6","61200","29819","82834","27223","32.0","(X)","(X)","(X)","(X)","(X)","201","95","14.4","15.9","9.0","13.7","0.0","21.8","0.0","21.8","5.0","8.6","22.9","22.5","6.5","11.8","27.9","24.9","9.5","15.1","5.0","8.0","-","**","90835","31212","(X)","(X)","31.8","(X)","(X)","(X)","183","90","15.8","17.7","0.0","23.6","0.0","23.6","0.0","23.6","5.5","9.4","25.1","24.4","7.1","13.0","30.6","27.3","10.4","16.5","5.5","8.8","93750","71264","N","N","(X)","(X)","(X)","(X)","(X)","(X)","43","39","0.0","56.1","0.0","56.1","0.0","56.1","20.9","32.4","53.5","42.8","25.6","37.2","0.0","56.1","0.0","56.1","0.0","56.1","0.0","56.1","43125","10357","45433","9619","(X)","(X)","(X)","(X)","32.6","(X)",
"860Z200US78672","ZCTA5 78672","345","102","0.0","13.5","6.1","8.0","15.9","13.6","3.2","5.1","24.3","14.0","18.6","8.6","13.9","13.1","10.1","10.0","2.0","3.3","5.8","7.0","52813","21544","70043","17777","41.4","(X)","(X)","(X)","(X)","(X)","164","71","0.0","25.8","2.4","4.5","18.9","25.4","0.0","25.8","11.0","11.4","25.0","13.3","11.6","11.1","14.6","16.2","4.3","7.3","12.2","14.8","68611","21509","93079","36767","(X)","(X)","53.7","(X)","(X)","(X)","142","70","0.0","28.9","0.0","28.9","21.8","28.5","0.0","28.9","12.7","13.5","16.2","15.9","13.4","13.1","16.9","19.7","4.9","8.6","14.1","17.2","72143","40371","N","N","(X)","(X)","(X)","(X)","(X)","(X)","181","87","0.0","23.8","9.4","14.0","13.3","15.5","6.1","10.0","36.5","22.2","12.7","13.2","16.0","21.9","6.1","9.1","0.0","23.8","0.0","23.8","42639","13380","49171","11683","(X)","(X)","(X)","(X)","30.4","(X)",
"860Z200US78674","ZCTA5 78674","33","25","30.3","40.6","0.0","64.0","27.3","43.6","0.0","64.0","0.0","64.0","0.0","64.0","27.3","41.3","0.0","64.0","0.0","64.0","15.2","26.7","-","**","65176","56379","15.2","(X)","(X)","(X)","(X)","(X)","23","18","0.0","76.7","0.0","76.7","39.1","56.6","0.0","76.7","0.0","76.7","0.0","76.7","39.1","59.6","0.0","76.7","0.0","76.7","21.7","34.7","-","**","92252","64815","(X)","(X)","21.7","(X)","(X)","(X)","9","15","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","100.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10","17","100.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US78675","ZCTA5 78675","57","41","0.0","48.7","0.0","48.7","0.0","48.7","19.3","30.7","19.3","30.5","5.3","12.6","56.1","39.4","0.0","48.7","0.0","48.7","0.0","48.7","78472","61042","62995","19841","0.0","(X)","(X)","(X)","(X)","(X)","46","39","0.0","54.2","0.0","54.2","0.0","54.2","0.0","54.2","23.9","39.2","6.5","15.1","69.6","40.2","0.0","54.2","0.0","54.2","0.0","54.2","81250","18538","70743","17499","(X)","(X)","0.0","(X)","(X)","(X)","46","39","0.0","54.2","0.0","54.2","0.0","54.2","0.0","54.2","23.9","39.2","6.5","15.1","69.6","40.2","0.0","54.2","0.0","54.2","0.0","54.2","81250","18538","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11","18","0.0","100.0","0.0","100.0","0.0","100.0","100.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US78676","ZCTA5 78676","7005","612","5.0","2.5","0.4","0.5","10.5","4.2","6.1","4.0","9.8","4.4","11.5","2.7","13.4","4.4","15.7","3.4","10.0","2.6","17.6","4.3","87344","13219","120275","14735","33.3","(X)","(X)","(X)","(X)","(X)","4410","503","1.9","1.4","0.1","0.2","9.2","5.5","1.3","1.2","5.4","3.0","10.6","3.2","16.8","6.0","16.2","4.4","14.0","3.9","24.6","6.3","111087","21847","148131","20132","(X)","(X)","30.3","(X)","(X)","(X)","3749","473","1.1","1.7","0.0","1.3","9.4","6.4","1.5","1.4","4.1","3.0","9.8","3.4","14.5","5.0","16.4","4.8","15.1","4.1","28.1","7.0","124583","18204","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2595","571","10.7","5.9","0.9","1.3","13.2","7.3","13.7","9.8","18.0","8.6","14.4","5.6","7.0","4.7","14.3","5.9","2.2","1.7","5.7","4.2","41684","10759","70277","13390","(X)","(X)","(X)","(X)","37.6","(X)",
"860Z200US78677","ZCTA5 78677","16","23","0.0","92.0","0.0","92.0","0.0","92.0","0.0","92.0","0.0","92.0","0.0","92.0","0.0","92.0","100.0","92.0","0.0","92.0","0.0","92.0","-","**","N","N","0.0","(X)","(X)","(X)","(X)","(X)","16","23","0.0","92.0","0.0","92.0","0.0","92.0","0.0","92.0","0.0","92.0","0.0","92.0","0.0","92.0","100.0","92.0","0.0","92.0","0.0","92.0","-","**","N","N","(X)","(X)","0.0","(X)","(X)","(X)","16","23","0.0","92.0","0.0","92.0","0.0","92.0","0.0","92.0","0.0","92.0","0.0","92.0","0.0","92.0","100.0","92.0","0.0","92.0","0.0","92.0","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US78681","ZCTA5 78681","20135","868","2.1","1.0","1.3","0.7","3.4","1.2","2.9","0.9","4.5","1.0","11.0","1.8","9.5","1.8","20.1","2.7","18.4","2.4","26.8","2.4","137819","8741","164601","7119","31.1","(X)","(X)","(X)","(X)","(X)","15328","768","0.9","0.4","0.4","0.4","1.8","0.8","1.6","0.7","2.5","1.0","9.7","2.0","8.9","2.2","19.6","2.5","22.4","3.1","32.2","3.0","157535","3523","186768","8702","(X)","(X)","33.1","(X)","(X)","(X)","12418","709","0.7","0.3","0.1","0.1","0.9","0.5","1.1","0.6","1.6","0.7","7.6","1.7","6.3","1.6","19.9","2.9","23.6","3.5","38.2","3.6","168916","9846","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4807","531","6.1","3.7","5.1","2.6","8.7","4.0","8.9","3.5","12.0","3.7","17.4","5.2","10.5","4.0","18.1","7.2","5.0","2.7","8.1","3.2","62134","8752","86076","11310","(X)","(X)","(X)","(X)","24.1","(X)",
"860Z200US78701","ZCTA5 78701","7949","884","2.6","1.6","3.5","2.5","4.8","2.4","2.5","1.9","2.9","1.7","4.6","1.8","4.1","2.3","16.8","5.0","21.1","6.5","37.0","7.8","162168","17942","224483","29426","25.2","(X)","(X)","(X)","(X)","(X)","2143","658","0.0","2.3","0.0","2.3","0.2","0.3","1.8","2.5","3.3","3.4","2.1","1.9","4.0","3.5","5.2","4.4","22.8","11.7","60.7","14.6","245700","42576","318326","68129","(X)","(X)","25.9","(X)","(X)","(X)","2080","663","0.0","2.4","0.0","2.4","0.0","2.4","1.8","2.6","3.4","3.5","2.2","1.9","4.1","3.6","5.4","4.6","21.8","12.2","61.3","15.0","245996","35786","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5806","781","3.6","2.2","4.8","3.4","6.5","3.2","2.7","2.4","2.8","1.8","5.6","2.2","4.1","2.5","21.1","6.4","20.4","7.9","28.3","7.5","146383","23979","189845","30522","(X)","(X)","(X)","(X)","25.0","(X)",
"860Z200US78702","ZCTA5 78702","13759","665","4.2","1.5","4.0","1.8","7.3","2.5","6.1","1.9","6.5","2.1","13.6","2.9","7.8","1.9","16.3","3.4","13.4","3.3","20.8","3.2","102171","13961","128663","8560","35.5","(X)","(X)","(X)","(X)","(X)","4286","612","2.4","1.4","5.7","5.2","2.9","1.5","8.2","4.3","6.6","3.6","5.8","2.9","9.3","3.7","15.8","5.1","13.7","4.3","29.6","6.9","124898","20911","163617","23354","(X)","(X)","36.3","(X)","(X)","(X)","2780","482","1.3","1.4","0.0","1.8","1.4","1.3","9.0","5.3","3.7","3.0","2.8","2.7","5.6","3.1","15.8","6.6","16.2","5.5","44.3","8.6","183148","30093","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9473","675","5.1","2.2","3.2","1.7","9.4","3.4","5.2","2.0","6.9","2.5","16.7","4.1","7.0","2.1","17.6","4.3","15.0","4.7","14.0","3.2","87595","19182","110383","8362","(X)","(X)","(X)","(X)","34.0","(X)",
"860Z200US78703","ZCTA5 78703","11375","629","2.4","1.3","1.5","0.8","3.2","1.2","3.7","2.1","5.5","2.1","11.5","3.8","6.0","2.4","15.6","3.5","9.8","2.8","40.6","4.4","153036","18011","269074","26838","32.2","(X)","(X)","(X)","(X)","(X)","5597","535","0.8","0.7","0.6","0.6","0.6","0.6","3.5","3.0","1.0","0.8","4.4","2.0","3.6","2.0","12.1","4.4","12.3","4.7","60.9","5.7","243932","19238","395606","47875","(X)","(X)","32.6","(X)","(X)","(X)","5052","535","0.9","0.8","0.3","0.4","0.7","0.6","3.2","2.9","0.9","0.8","4.0","2.1","3.6","2.1","10.3","4.7","13.1","5.0","63.1","6.1","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5778","624","3.9","2.4","2.5","1.5","5.6","2.3","3.9","2.1","9.9","4.0","18.4","7.0","8.3","4.4","19.7","4.9","7.4","3.2","20.3","5.7","90984","17379","145767","21602","(X)","(X)","(X)","(X)","31.9","(X)",
"860Z200US78704","ZCTA5 78704","27940","910","5.6","1.7","1.8","0.7","3.1","1.1","4.7","1.2","8.8","1.9","14.4","2.0","9.3","1.9","15.7","2.1","10.6","1.7","26.0","2.4","106897","8432","164250","12255","31.9","(X)","(X)","(X)","(X)","(X)","9097","806","2.0","0.9","0.0","0.5","3.3","3.3","2.6","1.4","7.4","3.1","8.8","2.4","4.7","1.7","10.4","2.7","14.0","3.7","46.9","5.3","191203","16643","258745","33261","(X)","(X)","35.6","(X)","(X)","(X)","6977","698","0.5","0.7","0.0","0.7","0.4","0.4","1.9","1.6","3.4","1.6","7.4","2.5","4.0","1.6","10.6","3.2","14.7","4.3","57.1","5.1","225778","17573","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18843","903","7.4","2.5","2.6","1.1","4.1","1.5","5.9","1.5","10.3","2.5","16.3","2.9","10.7","2.3","17.9","2.7","9.3","1.7","15.4","2.3","82294","8714","116514","8267","(X)","(X)","(X)","(X)","30.0","(X)",
"860Z200US78705","ZCTA5 78705","12136","610","27.2","4.1","6.6","2.3","8.3","2.6","9.2","3.1","9.7","2.8","11.4","2.6","5.2","1.7","11.5","3.2","4.6","1.6","6.3","1.7","32380","5671","68583","7495","33.8","(X)","(X)","(X)","(X)","(X)","1566","367","11.9","9.2","2.2","2.2","9.6","6.2","2.8","3.6","1.0","1.3","10.1","8.7","7.1","5.1","11.6","6.8","14.4","9.1","29.4","8.3","121667","54852","183636","46508","(X)","(X)","24.5","(X)","(X)","(X)","955","317","1.6","2.7","2.1","2.5","3.2","2.6","4.0","5.6","1.6","2.1","8.4","10.8","9.2","7.7","16.0","10.2","14.9","8.8","39.1","12.0","169926","39529","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10570","634","29.5","4.4","7.3","2.5","8.1","2.9","10.1","3.5","11.0","3.2","11.8","2.8","4.9","2.0","11.3","3.5","3.2","1.1","2.9","1.4","30057","4600","51312","5739","(X)","(X)","(X)","(X)","35.1","(X)",
"860Z200US78712","ZCTA5 78712","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US78717","ZCTA5 78717","14939","680","1.3","0.9","1.0","1.0","3.0","1.9","2.5","1.0","5.3","1.7","13.5","3.3","9.5","2.5","15.7","3.2","13.3","2.6","34.8","3.5","145325","6378","182574","10590","26.8","(X)","(X)","(X)","(X)","(X)","9876","589","0.2","0.4","0.0","0.5","3.3","2.7","1.3","0.8","3.0","1.6","8.0","2.6","7.6","2.7","12.4","3.1","16.0","3.4","48.1","4.8","193263","16983","225872","15710","(X)","(X)","28.4","(X)","(X)","(X)","8803","578","0.3","0.4","0.0","0.6","1.3","1.3","1.0","0.7","2.6","1.5","7.3","2.9","6.8","2.6","12.0","3.3","17.1","3.7","51.7","5.4","204539","18233","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5063","560","3.4","2.4","2.9","3.0","2.5","2.0","5.6","2.8","9.7","4.3","23.6","7.7","13.8","5.1","21.9","7.2","8.2","4.3","8.5","4.7","78385","12532","97010","11966","(X)","(X)","(X)","(X)","23.9","(X)",
"860Z200US78719","ZCTA5 78719","585","202","3.1","3.7","2.4","3.1","24.8","18.2","10.9","11.6","3.6","5.1","15.0","12.5","6.3","7.5","28.2","19.9","0.0","8.2","5.6","6.9","56202","44848","72313","23425","50.9","(X)","(X)","(X)","(X)","(X)","504","191","14.7","17.5","2.8","3.6","12.1","12.4","9.1","13.0","4.2","5.9","10.5","10.9","7.3","8.6","32.7","21.1","0.0","9.4","6.5","8.0","-","**","75287","27131","(X)","(X)","39.3","(X)","(X)","(X)","354","160","0.0","13.1","4.0","5.0","9.9","15.6","2.0","7.4","5.9","8.4","15.0","15.6","10.5","12.4","43.5","26.6","0.0","13.1","9.3","10.8","104063","48318","N","N","(X)","(X)","(X)","(X)","(X)","(X)","81","71","6.2","11.1","0.0","40.9","28.4","36.4","22.2","35.6","0.0","40.9","43.2","44.3","0.0","40.9","0.0","40.9","0.0","40.9","0.0","40.9","-","**","42005","21999","(X)","(X)","(X)","(X)","48.1","(X)",
